Date,Open,High,Low,Close,Volume,ID,hurst_100,hurst_150,hurst_200,hurst_250,hurst_300,hurst_400,Adj Close MA20,Adj Close MA20 1diff,Indicator Increasing,Indicator Decreasing,Indicator Trend Pos to Neg,Indicator Trend Neg to Pos,Increasing days,Decreasing days,Zero Cross Neg,Zero Cross Pos,Zero Cross Total,Ratio Trend,Ratio Zero,Segment,DVT STD,Target
2011-02-28,1321.61,1329.38,1320.55,1327.22,964734221.0,SPX Index,,,,,,,1319.3685,2.5440000000000964,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,14.072034332787647,0
2011-03-01,1328.64,1332.09,1306.14,1306.33,921090834.0,SPX Index,,,,,,,1320.379,1.0105000000000928,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,12.1537050447913,1
2011-03-02,1305.47,1314.19,1302.58,1308.44,809748118.0,SPX Index,,,,,,,1320.4215,0.0424999999997908,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,12.10803007794484,1
2011-03-03,1312.37,1332.28,1312.37,1330.97,845580974.0,SPX Index,,,,,,,1321.7685,1.3470000000002074,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,11.67945757347154,2
2011-03-04,1330.73,1331.08,1312.59,1321.15,826816186.0,SPX Index,,,,,,,1322.471,0.7024999999998727,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,11.1618060696662,2
2011-03-07,1322.72,1327.68,1303.99,1310.13,834876163.0,SPX Index,,,,,,,1322.434,-0.0370000000000345,0,1,1,0,,,,,,0.0,0.0,Mean Reverting,11.203434811652281,1
2011-03-08,1311.05,1325.74,1306.86,1321.82,774920416.0,SPX Index,,,,,,,1322.5725,0.1385000000000218,1,0,0,1,,,,,,0.0,0.0,Mean Reverting,11.176488420834492,2
2011-03-09,1319.92,1323.21,1312.27,1320.03,711164248.0,SPX Index,,,,,,,1322.3455,-0.2270000000000891,0,1,1,0,,,,,,0.0,0.0,Mean Reverting,11.179887239333205,2
2011-03-10,1315.72,1315.72,1294.21,1295.11,913613258.0,SPX Index,,,,,,,1321.057,-1.2884999999998854,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,12.734594036056004,2
2011-03-11,1293.43,1308.35,1291.99,1304.28,739804629.0,SPX Index,,,,,,,1320.1775000000002,-0.8794999999997799,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,13.27158455418729,2
2011-03-14,1301.19,1301.19,1286.37,1296.39,765998191.0,SPX Index,,,,,,,1318.5395,-1.6380000000001471,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,14.101591352900753,2
2011-03-15,1288.46,1288.46,1261.12,1281.87,1057689664.0,SPX Index,,,,,,,1316.017,-2.5225000000000364,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,15.903876753467008,1
2011-03-16,1279.46,1280.91,1249.05,1256.88,1202135410.0,SPX Index,,,,,,,1312.4605,-3.5564999999999145,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,20.39880220296728,1
2011-03-17,1261.61,1278.88,1261.61,1273.71,869740824.0,SPX Index,,,,,,,1309.33,-3.130500000000211,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,21.327566051572862,1
2011-03-18,1276.71,1288.88,1276.18,1279.21,1499180745.0,SPX Index,,,,,,,1306.269,-3.060999999999922,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,21.020098627641616,1
2011-03-21,1281.65,1300.58,1281.65,1298.38,801507546.0,SPX Index,,,,,,,1304.0375,-2.2315000000000964,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,19.204974376173073,0
2011-03-22,1298.29,1299.35,1292.7,1293.77,648375717.0,SPX Index,,,,,,,1302.9535,-1.0839999999998329,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,19.13864244071859,1
2011-03-23,1292.19,1300.51,1284.05,1297.54,710206123.0,SPX Index,,,,,,,1302.4605,-0.4929999999999381,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,19.14506765530763,1
2011-03-24,1300.61,1311.34,1297.74,1309.66,707847877.0,SPX Index,,,,,,,1302.6385,0.1779999999998835,1,0,0,1,,,,,,0.0,0.0,Mean Reverting,19.197165162157372,0
2011-03-25,1311.8,1319.18,1310.15,1313.8,667110282.0,SPX Index,,,,,,,1302.3345000000002,-0.3039999999998599,0,1,1,0,,,,,,0.0,0.0,Mean Reverting,18.956394970118883,0
2011-03-28,1315.45,1319.74,1310.19,1310.19,603812947.0,SPX Index,,,,,,,1301.483,-0.8515000000002146,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,18.144845607093316,1
2011-03-29,1309.37,1319.45,1305.26,1319.44,599026483.0,SPX Index,,,,,,,1302.1385,0.6555000000000746,1,0,0,1,,,,,,0.0,0.0,Mean Reverting,18.561193040999658,0
2011-03-30,1321.89,1331.74,1321.89,1328.26,690803988.0,SPX Index,,,,,,,1303.1295,0.9909999999999854,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,19.424377108484663,0
2011-03-31,1327.44,1329.77,1325.03,1325.83,830371519.0,SPX Index,,,,,,,1302.8725,-0.2570000000000618,0,1,1,0,,,,,,0.0,0.0,Mean Reverting,19.06736033810524,0
2011-04-01,1329.48,1337.85,1328.89,1332.41,745049268.0,SPX Index,,,,,,,1303.4355,0.5630000000001019,1,0,0,1,,,,,,0.0,0.0,Mean Reverting,19.788058460383873,0
2011-04-04,1333.56,1336.74,1329.1,1332.87,599532295.0,SPX Index,,,,,,,1304.5725,1.1369999999999436,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,20.819393761080985,0
2011-04-05,1332.03,1338.21,1330.03,1332.63,676107048.0,SPX Index,,,,,,,1305.113,0.5405000000000655,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,21.42232016035198,0
2011-04-06,1335.94,1339.38,1331.09,1335.54,745286624.0,SPX Index,,,,,,,1305.8885,0.7754999999999654,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,22.25528636786732,0
2011-04-07,1334.82,1338.8,1326.56,1333.51,736149356.0,SPX Index,,,,,,,1307.8085,1.9200000000000728,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,22.922869360898826,0
2011-04-08,1336.16,1339.46,1322.94,1328.17,610821914.0,SPX Index,,,,,,,1309.003,1.1944999999998345,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,23.347832785709823,0
2011-04-11,1329.01,1333.77,1321.06,1324.46,625376567.0,SPX Index,,,,,,,1310.4065,1.403500000000122,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,23.393363268243284,0
2011-04-12,1321.96,1321.96,1309.51,1314.16,712612960.0,SPX Index,,,,,,,1312.0210000000002,1.6145000000001346,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,22.414004292429492,0
2011-04-13,1314.03,1321.35,1309.19,1314.41,674929580.0,SPX Index,,,,,,,1314.8975,2.876499999999851,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,18.274308360444977,0
2011-04-14,1311.13,1316.79,1302.42,1314.52,695286865.0,SPX Index,,,,,,,1316.938,2.040500000000065,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,15.501300658501613,1
2011-04-15,1314.54,1322.88,1313.68,1319.68,905299616.0,SPX Index,,,,,,,1318.9615,2.0235000000000127,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,12.70669457826324,1
2011-04-18,1313.35,1313.35,1294.7,1305.14,837974282.0,SPX Index,,,,,,,1319.2995,0.3379999999999654,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,12.2106349138774,1
2011-04-19,1305.99,1312.7,1303.97,1312.62,703764480.0,SPX Index,,,,,,,1320.242,0.9424999999998818,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,10.780066204269062,1
2011-04-20,1319.12,1332.66,1319.12,1330.36,835136108.0,SPX Index,,,,,,,1321.883,1.6410000000000764,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,9.572774497445955,1
2011-04-21,1333.23,1337.49,1332.83,1337.39,708740775.0,SPX Index,,,,,,,1323.2695,1.3864999999998415,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,9.716345140779143,1
2011-04-25,1337.14,1337.55,1331.47,1335.25,576924886.0,SPX Index,,,,,,,1324.342,1.0725000000002185,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,9.799558851510454,1
2011-04-26,1336.75,1349.55,1336.75,1347.24,782038950.0,SPX Index,,,,,,,1326.1945,1.852499999999964,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,10.462967011522991,1
2011-04-27,1348.43,1357.49,1344.25,1355.66,763373969.0,SPX Index,,,,,,,1328.0055,1.8109999999999216,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,12.219479476811623,0
2011-04-28,1353.86,1361.71,1353.6,1360.48,780436299.0,SPX Index,,,,,,,1329.6165,1.6110000000001037,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,14.215669366101888,2
2011-04-29,1360.14,1364.56,1358.69,1363.61,1160846756.0,SPX Index,,,,,,,1331.5055,1.8889999999998963,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,16.07461859251258,2
2011-05-02,1365.21,1370.58,1358.59,1361.22,764741265.0,SPX Index,,,,,,,1332.946,1.440499999999929,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,17.396470422413604,2
2011-05-03,1359.76,1360.84,1349.52,1356.62,815222978.0,SPX Index,,,,,,,1334.1335,1.1875,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,18.183792458063113,0
2011-05-04,1355.9,1355.9,1341.5,1347.32,849164400.0,SPX Index,,,,,,,1334.868,0.7345000000000255,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,18.415081519462266,0
2011-05-05,1344.16,1348.0,1329.17,1335.1,857697079.0,SPX Index,,,,,,,1334.846,-0.0219999999999345,0,1,1,0,,,,,,0.0,0.0,Mean Reverting,18.414499264381703,1
2011-05-06,1340.24,1354.36,1335.58,1340.2,806020436.0,SPX Index,,,,,,,1335.1805,0.3344999999999345,1,0,0,1,,,,,,0.0,0.0,Mean Reverting,18.449681918525236,0
2011-05-09,1340.2,1349.44,1338.64,1346.3,595444875.0,SPX Index,,,,,,,1336.087,0.9065000000000508,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,18.53231291839433,0
2011-05-10,1348.34,1359.44,1348.34,1357.16,655771472.0,SPX Index,,,,,,,1337.722,1.634999999999991,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,18.891526254131822,0
2011-05-11,1354.51,1354.51,1336.36,1342.08,894488327.0,SPX Index,,,,,,,1339.118,1.3959999999999582,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,18.072592683835325,0
2011-05-12,1339.39,1351.05,1332.03,1348.65,825640079.0,SPX Index,,,,,,,1340.83,1.711999999999989,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,17.21001605553032,0
2011-05-13,1348.69,1350.47,1333.36,1337.77,821302608.0,SPX Index,,,,,,,1341.9924999999998,1.162499999999909,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,16.08796178742724,0
2011-05-16,1334.77,1343.33,1327.32,1329.47,790282898.0,SPX Index,,,,,,,1342.482,0.4895000000001346,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,15.511966382527643,0
2011-05-17,1326.1,1330.42,1318.51,1328.98,800529983.0,SPX Index,,,,,,,1343.674,1.1920000000000073,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,13.241208960547413,1
2011-05-18,1328.54,1341.82,1326.59,1340.68,740424062.0,SPX Index,,,,,,,1345.077,1.40300000000002,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,11.089368118301387,2
2011-05-19,1342.4,1346.82,1336.36,1343.6,700034404.0,SPX Index,,,,,,,1345.739,0.6620000000000346,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,10.546474042867816,2
2011-05-20,1342.0,1342.0,1330.67,1333.27,778097600.0,SPX Index,,,,,,,1345.533,-0.2060000000001309,0,1,1,0,,,,,,0.0,0.0,Mean Reverting,10.75628487027787,2
2011-05-23,1333.07,1333.07,1312.88,1317.37,680585817.0,SPX Index,,,,,,,1344.639,-0.8940000000000055,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,12.289673414359722,1
2011-05-24,1317.7,1323.72,1313.87,1316.28,675263978.0,SPX Index,,,,,,,1343.091,-1.5480000000000018,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,13.801653180918382,1
2011-05-25,1316.36,1325.86,1311.8,1320.47,771198907.0,SPX Index,0.3550400993674333,,,,,,1341.3314999999998,-1.7595000000001164,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,14.347271985331844,1
2011-05-26,1320.64,1328.51,1314.41,1325.69,706864711.0,SPX Index,0.3388901445934087,,,,,,1339.592,-1.73949999999968,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,14.008482993868602,1
2011-05-27,1325.69,1334.62,1325.69,1331.1,551921557.0,SPX Index,0.3919824680354928,,,,,,1337.9665,-1.625500000000102,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,12.918609699924254,1
2011-05-31,1331.1,1345.2,1331.1,1345.2,976073751.0,SPX Index,0.3810357510341504,,,,,,1337.1655,-0.8009999999999309,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,11.853680962825393,2
2011-06-01,1345.2,1345.2,1313.71,1314.55,914961277.0,SPX Index,0.3921218224046832,,,,,,1335.062,-2.10349999999994,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,11.952040829917916,2
2011-06-02,1314.55,1318.03,1305.61,1312.94,775782198.0,SPX Index,0.4547142394167998,,,,,,1333.3429999999998,-1.7190000000002783,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,12.553463392941275,2
2011-06-03,1312.94,1312.94,1297.9,1300.16,736986404.0,SPX Index,0.493749608798021,,,,,,1331.596,-1.7469999999998436,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,14.565972748336518,2
2011-06-06,1300.26,1300.26,1284.72,1286.17,759772723.0,SPX Index,0.4885561859565648,,,,,,1328.8945,-2.701500000000124,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,17.583955448377953,0
2011-06-07,1286.31,1296.22,1284.74,1284.94,761978839.0,SPX Index,0.455644033113201,,,,,,1325.8265,-3.067999999999984,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,19.62209878655906,0
2011-06-08,1284.63,1287.04,1277.42,1279.56,776874912.0,SPX Index,0.4583348784686625,,,,,,1321.9465,-3.8799999999998818,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,20.740528916516205,0
2011-06-09,1279.63,1294.54,1279.63,1289.0,695341268.0,SPX Index,0.4041121464350635,,,,,,1319.2925,-2.6539999999999964,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,21.413794097066926,0
2011-06-10,1288.6,1288.6,1268.28,1270.98,798537972.0,SPX Index,0.368925735227851,,,,,,1315.409,-3.8834999999999127,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,22.807044594990572,0
2011-06-13,1271.31,1277.04,1265.64,1271.83,693626702.0,SPX Index,0.3623407235464228,,,,,,1312.112,-3.297000000000253,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,24.13206549931332,0
2011-06-14,1272.22,1292.5,1272.22,1287.87,713187818.0,SPX Index,0.343231434313091,,,,,,1310.032,-2.0799999999999272,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,24.3490208600283,0
2011-06-15,1287.87,1287.87,1261.9,1265.42,856940499.0,SPX Index,0.3575012212726629,,,,,,1306.8539999999998,-3.178000000000111,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,25.847560894802243,1
2011-06-16,1265.53,1274.11,1258.07,1267.64,850200884.0,SPX Index,0.4126100710737729,,,,,,1303.2019999999998,-3.652000000000044,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,25.976334492845382,1
2011-06-17,1268.58,1279.82,1267.4,1271.5,1286097511.0,SPX Index,0.4130100240336394,,,,,,1299.597,-3.604999999999791,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,25.06174167510006,0
2011-06-20,1271.5,1280.42,1267.56,1278.36,618772483.0,SPX Index,0.3973510866608785,,,,,,1296.8515,-2.7454999999999927,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,24.170568069233365,0
2011-06-21,1278.4,1297.62,1278.4,1295.52,653996548.0,SPX Index,0.3792764049860839,,,,,,1295.759,-1.0924999999999727,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,23.68322055357848,0
2011-06-22,1295.48,1298.61,1286.79,1287.14,641380055.0,SPX Index,0.4043515592140335,,,,,,1294.302,-1.45699999999988,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,23.246643809828097,0
2011-06-23,1286.6,1286.6,1262.87,1283.5,914049558.0,SPX Index,0.3666269031338658,,,,,,1292.4535,-1.8485000000000584,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,22.51467644729275,1
2011-06-24,1283.04,1283.93,1267.24,1268.45,1141116877.0,SPX Index,0.3490869231913043,,,,,,1289.5915,-2.86200000000008,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,21.69038673188897,1
2011-06-27,1268.44,1284.91,1267.53,1280.1,676846109.0,SPX Index,0.3606019734229088,,,,,,1287.0415,-2.5499999999999545,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,19.434190781088443,1
2011-06-28,1280.21,1296.8,1280.21,1296.67,615844932.0,SPX Index,0.3750230488019385,,,,,,1284.615,-2.4265000000000327,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,14.0835972154228,1
2011-06-29,1296.85,1309.21,1296.85,1307.41,725606637.0,SPX Index,0.4180859501685431,,,,,,1284.258,-0.3569999999999709,0,1,0,0,,,,,,0.0,0.0,Mean Reverting,13.35657795757547,1
2011-06-30,1307.64,1321.97,1307.64,1320.64,783904500.0,SPX Index,0.4949770877406171,,,,,,1284.643,0.3849999999999909,1,0,0,1,,,,,,0.0,0.0,Mean Reverting,14.304201848627045,1
2011-07-01,1320.64,1341.01,1318.18,1339.67,650231400.0,SPX Index,0.505314300933873,,,,,,1286.6185,1.975500000000011,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,18.633211796200293,0
2011-07-05,1339.59,1340.89,1334.3,1337.88,691840601.0,SPX Index,0.4808111979026161,,,,,,1289.2040000000002,2.5855000000001382,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,21.873534934396694,0
2011-07-06,1337.56,1340.94,1330.92,1339.23,628689685.0,SPX Index,0.4557303188101535,,,,,,1291.9185000000002,2.714500000000044,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,24.52456110986578,0
2011-07-07,1339.62,1356.48,1339.62,1353.22,666213684.0,SPX Index,0.4228042733404288,,,,,,1295.6015,3.682999999999765,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,27.8732841860402,2
2011-07-08,1352.39,1352.39,1333.71,1343.8,614554857.0,SPX Index,0.3533224402161156,,,,,,1298.3415,2.740000000000009,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,29.815964511261686,0
2011-07-11,1343.31,1343.31,1316.42,1319.49,650828993.0,SPX Index,0.3541501765542652,,,,,,1300.767,2.4255000000000564,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,29.443781775837436,0
2011-07-12,1319.61,1327.17,1313.33,1313.64,744295939.0,SPX Index,0.3692045714801163,,,,,,1302.8575,2.09050000000002,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,28.757378709874455,0
2011-07-13,1314.45,1331.48,1314.45,1317.72,677872794.0,SPX Index,0.3494644883678184,,,,,,1304.35,1.4924999999998363,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,28.713161662059512,0
2011-07-14,1317.74,1326.88,1306.51,1308.87,739572749.0,SPX Index,0.3855987341630961,,,,,,1306.5225,2.1725000000001278,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,27.21740713800232,1
2011-07-15,1308.87,1317.7,1307.52,1316.14,898434206.0,SPX Index,0.4341913669070771,,,,,,1308.9475,2.4249999999999545,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,25.688408992752787,1
2011-07-18,1315.94,1315.94,1295.92,1305.44,695881742.0,SPX Index,0.4702922818595293,,,,,,1310.6445,1.6970000000001164,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,24.1599754868732,1
2011-07-19,1307.07,1328.14,1307.07,1326.73,721634102.0,SPX Index,0.4630608997321154,,,,,,1313.063,2.4184999999999945,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,23.158328523449224,0
2011-07-20,1328.66,1330.43,1323.65,1325.84,692722378.0,SPX Index,0.4426961297075948,,,,,,1314.5790000000002,1.5160000000000764,1,0,0,0,,,,,,0.0,0.0,Mean Reverting,22.94086812930845,0
